Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SRV1V.HE,SRV1V.HE,SRV1V.HE,SRV1V.HE,SRV1V.HE,SRV1V.HE
Date,,,,,,
2016-01-04,52.926918029785156,56.80129623413086,58.45036697387695,54.419307708740234,54.419307708740234,3548
2016-01-05,51.2195930480957,54.968994140625,55.51868438720703,54.602535247802734,55.33545684814453,385
2016-01-07,51.2195930480957,54.968994140625,55.51868438720703,54.602535247802734,55.33545684814453,385
2016-01-08,49.68301010131836,53.31992721557617,54.23607635498047,52.587005615234375,53.136695861816406,651
2016-01-11,50.19520950317383,53.8696174621582,54.0528450012207,53.31992721557617,54.0528450012207,89
2016-01-12,50.365936279296875,54.0528450012207,54.7857666015625,53.68638610839844,53.8696174621582,601
2016-01-13,51.731788635253906,55.51868438720703,56.984527587890625,54.7857666015625,54.7857666015625,783
2016-01-14,50.19520950317383,53.8696174621582,55.33545684814453,53.136695861816406,54.968994140625,736
2016-01-15,48.65861892700195,52.22054672241211,54.419307708740234,52.037315368652344,54.419307708740234,1192
2016-01-18,47.97568893432617,51.48762512207031,52.587005615234375,50.388248443603516,52.22054672241211,755
2016-01-19,48.65861892700195,52.22054672241211,52.587005615234375,51.30439758300781,51.48762512207031,786
2016-01-20,48.14642333984375,51.67085647583008,51.67085647583008,51.12116622924805,51.30439758300781,250
2016-01-21,47.97568893432617,51.48762512207031,51.48762512207031,49.65532684326172,50.93793487548828,449
2016-01-22,48.65861892700195,52.22054672241211,53.136695861816406,51.48762512207031,52.22054672241211,592
2016-01-25,48.829349517822266,52.40377426147461,52.77023696899414,52.22054672241211,52.22054672241211,357
2016-01-26,48.65861892700195,52.22054672241211,52.40377426147461,51.30439758300781,52.40377426147461,676
2016-01-27,47.97568893432617,51.48762512207031,52.587005615234375,51.48762512207031,52.587005615234375,200
2016-01-28,48.14642333984375,51.67085647583008,52.22054672241211,51.67085647583008,51.67085647583008,374
2016-01-29,49.00008010864258,52.587005615234375,52.77023696899414,51.48762512207031,51.854087829589844,380
2016-02-01,49.85374069213867,53.50315475463867,53.50315475463867,52.037315368652344,52.587005615234375,767
2016-02-02,50.02447509765625,53.68638610839844,53.8696174621582,52.587005615234375,52.77023696899414,276
2016-02-03,49.85374069213867,53.50315475463867,53.50315475463867,51.48762512207031,51.67085647583008,702
2016-02-04,49.00008010864258,52.587005615234375,53.8696174621582,52.587005615234375,53.68638610839844,59
2016-02-05,49.34154510498047,52.95346450805664,53.8696174621582,52.40377426147461,52.40377426147461,213
2016-02-08,47.292762756347656,50.75470733642578,52.587005615234375,50.75470733642578,52.40377426147461,331
2016-02-09,45.92690658569336,49.28886795043945,52.22054672241211,48.92240524291992,50.75470733642578,775
2016-02-10,46.26837158203125,49.65532684326172,52.77023696899414,49.47209548950195,52.77023696899414,283
2016-02-11,46.609832763671875,50.021785736083984,51.854087829589844,47.63979721069336,47.63979721069336,224
2016-02-12,47.63422393798828,51.12116622924805,51.12116622924805,48.73917770385742,49.47209548950195,243
2016-02-15,48.14642333984375,51.67085647583008,53.136695861816406,51.30439758300781,51.30439758300781,1112
2016-02-16,49.170814514160156,52.77023696899414,53.8696174621582,52.587005615234375,52.95346450805664,735
2016-02-17,50.365936279296875,54.0528450012207,54.0528450012207,52.587005615234375,52.587005615234375,906
2016-02-18,53.26838302612305,57.167755126953125,60.09943771362305,56.80129623413086,58.81682586669922,8727
2016-02-19,52.926918029785156,56.80129623413086,57.534217834472656,55.7019157409668,57.534217834472656,1558
2016-02-22,52.926918029785156,56.80129623413086,57.534217834472656,56.618064880371094,56.80129623413086,1611
2016-02-23,53.097652435302734,56.984527587890625,57.717445373535156,56.434837341308594,56.984527587890625,1638
2016-02-24,52.243988037109375,56.06837463378906,57.167755126953125,55.88514709472656,56.80129623413086,666
2016-02-25,52.756187438964844,56.618064880371094,57.167755126953125,55.7019157409668,55.7019157409668,613
2016-02-26,52.926918029785156,56.80129623413086,57.167755126953125,56.434837341308594,56.984527587890625,1437
2016-02-29,53.097652435302734,56.984527587890625,57.167755126953125,56.434837341308594,56.984527587890625,1702
2016-03-01,53.26838302612305,57.167755126953125,57.534217834472656,56.984527587890625,57.167755126953125,702
2016-03-02,53.780574798583984,57.717445373535156,58.08390426635742,57.35098648071289,57.534217834472656,2061
2016-03-03,53.780574798583984,57.717445373535156,58.08390426635742,57.534217834472656,58.08390426635742,935
2016-03-04,53.780574798583984,57.717445373535156,58.26713562011719,57.534217834472656,58.26713562011719,959
2016-03-07,54.29277038574219,58.26713562011719,58.26713562011719,57.534217834472656,57.90067672729492,648
2016-03-08,54.122039794921875,58.08390426635742,58.45036697387695,57.35098648071289,58.26713562011719,453
2016-03-09,54.463504791259766,58.45036697387695,58.45036697387695,58.08390426635742,58.26713562011719,3928
