Price,Adj Close,Close,High,Low,Open,Volume
Ticker,CANATU.HE,CANATU.HE,CANATU.HE,CANATU.HE,CANATU.HE,CANATU.HE
Date,,,,,,
2021-10-15,10.515999794006348,10.515999794006348,12.5,10.515999794006348,12.121999740600586,199750
2021-10-18,11.336000442504883,11.336000442504883,11.350000381469727,10.75,10.902000427246094,49849
2021-10-19,11.631999969482422,11.631999969482422,11.878000259399414,11.336000442504883,11.399999618530273,34803
2021-10-20,12.050000190734863,12.050000190734863,12.489999771118164,11.640000343322754,11.979999542236328,27729
2021-10-21,11.699999809265137,11.699999809265137,12.199999809265137,11.149999618530273,12.100000381469727,22759
2021-10-22,12.199999809265137,12.199999809265137,12.199999809265137,11.579999923706055,11.699999809265137,14902
2021-10-25,12.100000381469727,12.100000381469727,12.300000190734863,11.899999618530273,12.180000305175781,15720
2021-10-26,12.100000381469727,12.100000381469727,12.350000381469727,11.899999618530273,12.199999809265137,10157
2021-10-27,12.140000343322754,12.140000343322754,12.300000190734863,12.0,12.100000381469727,6610
2021-10-28,12.0600004196167,12.0600004196167,12.239999771118164,12.0,12.239999771118164,5979
2021-10-29,12.25,12.25,12.260000228881836,12.020000457763672,12.020000457763672,5659
2021-11-01,12.390000343322754,12.390000343322754,12.449999809265137,12.270000457763672,12.399999618530273,16097
2021-11-02,12.149999618530273,12.149999618530273,12.399999618530273,12.079999923706055,12.350000381469727,4990
2021-11-03,12.149999618530273,12.149999618530273,12.25,12.149999618530273,12.199999809265137,3729
2021-11-04,12.119999885559082,12.119999885559082,12.25,12.119999885559082,12.199999809265137,3895
2021-11-05,12.300000190734863,12.300000190734863,12.300000190734863,12.050000190734863,12.119999885559082,2543
2021-11-08,12.399999618530273,12.399999618530273,12.5,12.300000190734863,12.350000381469727,11019
2021-11-09,12.180000305175781,12.180000305175781,12.5,12.050000190734863,12.399999618530273,11236
2021-11-10,12.3100004196167,12.3100004196167,12.4399995803833,12.180000305175781,12.300000190734863,11930
2021-11-11,12.300000190734863,12.300000190734863,12.600000381469727,12.289999961853027,12.3100004196167,27461
2021-11-12,12.300000190734863,12.300000190734863,12.460000038146973,12.25,12.460000038146973,9574
2021-11-15,13.0,13.0,13.380000114440918,12.5,12.5,43060
2021-11-16,12.890000343322754,12.890000343322754,13.1899995803833,12.890000343322754,13.0,13318
2021-11-17,12.890000343322754,12.890000343322754,13.0,12.710000038146973,12.899999618530273,7565
2021-11-18,12.84000015258789,12.84000015258789,13.0,12.819999694824219,13.0,3415
2021-11-19,12.899999618530273,12.899999618530273,13.0,12.84000015258789,12.84000015258789,2865
2021-11-22,12.800000190734863,12.800000190734863,13.0,12.699999809265137,13.0,2479
2021-11-23,13.0,13.0,13.010000228881836,12.699999809265137,12.800000190734863,3953
2021-11-24,12.680000305175781,12.680000305175781,13.180000305175781,12.680000305175781,13.100000381469727,13851
2021-11-25,12.319999694824219,12.319999694824219,12.699999809265137,12.300000190734863,12.680000305175781,14427
2021-11-26,12.300000190734863,12.300000190734863,12.600000381469727,11.899999618530273,12.0600004196167,19991
2021-11-29,12.539999961853027,12.539999961853027,12.579999923706055,12.180000305175781,12.279999732971191,30875
2021-11-30,12.199999809265137,12.199999809265137,12.699999809265137,12.199999809265137,12.699999809265137,8595
2021-12-01,12.600000381469727,12.600000381469727,12.899999618530273,12.399999618530273,12.399999618530273,5544
2021-12-02,12.579999923706055,12.579999923706055,12.800000190734863,12.420000076293945,12.800000190734863,3765
2021-12-03,12.600000381469727,12.600000381469727,12.960000038146973,12.600000381469727,12.65999984741211,3057
2021-12-07,12.399999618530273,12.399999618530273,12.680000305175781,12.399999618530273,12.65999984741211,4132
2021-12-08,12.399999618530273,12.399999618530273,12.600000381469727,12.399999618530273,12.600000381469727,5423
2021-12-09,12.460000038146973,12.460000038146973,12.600000381469727,12.399999618530273,12.460000038146973,2861
2021-12-10,12.600000381469727,12.600000381469727,12.65999984741211,12.300000190734863,12.539999961853027,2635
2021-12-13,12.479999542236328,12.479999542236328,12.699999809265137,12.300000190734863,12.600000381469727,4753
2021-12-14,12.539999961853027,12.539999961853027,12.699999809265137,12.479999542236328,12.5,2720
2021-12-15,12.5,12.5,12.699999809265137,12.399999618530273,12.699999809265137,3903
2021-12-16,12.779999732971191,12.779999732971191,13.5,12.5,12.5,4474
2021-12-17,12.699999809265137,12.699999809265137,13.260000228881836,12.600000381469727,13.260000228881836,4442
2021-12-20,12.779999732971191,12.779999732971191,12.520000457763672,12.300000190734863,12.520000457763672,12338
2021-12-21,12.699999809265137,12.699999809265137,12.699999809265137,12.680000305175781,12.680000305175781,2040
2021-12-22,12.699999809265137,12.699999809265137,12.699999809265137,12.699999809265137,12.699999809265137,768
2021-12-23,12.899999618530273,12.899999618530273,13.460000038146973,12.800000190734863,12.800000190734863,2596
2021-12-27,13.0,13.0,13.15999984741211,12.699999809265137,12.699999809265137,15659
2021-12-28,12.920000076293945,12.920000076293945,13.0600004196167,12.899999618530273,13.0600004196167,14398
