Date,Dividends
2003-04-18 10:00:00+03:00,0.25
2004-04-05 10:00:00+03:00,0.375
2005-04-11 10:00:00+03:00,0.5
2006-04-10 10:00:00+03:00,0.15
2007-03-26 10:00:00+03:00,0.15
2008-03-31 10:00:00+03:00,0.8
2009-03-23 10:00:00+02:00,0.2
2010-03-22 10:00:00+02:00,0.3
2011-03-28 10:00:00+03:00,1.0
2012-03-26 10:00:00+03:00,0.45
2013-03-25 10:00:00+02:00,0.8
2015-03-30 10:00:00+03:00,0.3
2016-03-24 10:00:00+02:00,0.3
2017-04-03 10:00:00+03:00,0.5
2019-04-01 10:00:00+03:00,0.25
2021-03-26 10:00:00+02:00,0.15
2022-03-28 10:00:00+03:00,0.18
