Date,Dividends
2002-03-15 10:00:00+02:00,0.931315
2003-03-14 10:00:00+02:00,0.931315
2004-03-19 10:00:00+02:00,0.931315
2005-03-18 10:00:00+02:00,0.931315
2006-03-24 10:00:00+02:00,0.931315
2007-03-23 10:00:00+02:00,0.931315
2008-04-11 10:00:00+03:00,0.931315
2009-03-27 10:00:00+02:00,0.465658
2010-04-20 10:00:00+03:00,0.651921
2013-04-19 10:00:00+03:00,0.15
2014-04-11 10:00:00+03:00,0.15
2015-04-17 10:00:00+03:00,0.4
2016-04-15 10:00:00+03:00,0.6
2017-04-07 10:00:00+03:00,0.6
2018-04-06 10:00:00+03:00,0.65
2019-04-04 10:00:00+03:00,0.7
2021-01-04 10:00:00+02:00,1.0
2021-03-31 10:00:00+03:00,1.0
2022-03-31 10:00:00+03:00,2.0
2023-03-31 10:00:00+03:00,2.05
2024-03-27 10:00:00+02:00,2.65
2025-03-26 10:00:00+02:00,2.75
2026-03-31 10:00:00+03:00,2.75
2026-07-20 10:00:00+03:00,0.75
