Date,Dividends
2000-08-25 10:00:00+03:00,4.208976
2001-04-20 10:00:00+03:00,1.122394
2002-04-12 10:00:00+03:00,0.196419
2003-04-10 10:00:00+03:00,0.420898
2004-04-08 10:00:00+03:00,0.280598
2005-03-24 10:00:00+02:00,0.280598
2006-03-24 10:00:00+02:00,0.701496
2007-03-23 10:00:00+02:00,0.280598
2008-03-28 10:00:00+02:00,0.772835
2013-03-28 10:00:00+02:00,0.309134
2017-03-17 10:00:00+02:00,0.309134
2018-03-21 10:00:00+02:00,0.927402
2019-03-21 10:00:00+02:00,0.847027
2025-03-28 10:00:00+02:00,0.06
2025-10-30 10:00:00+02:00,0.05
2026-03-25 10:00:00+02:00,0.05
