Date,Dividends
2000-05-11 10:00:00+03:00,1.5
2001-05-10 10:00:00+03:00,1.5
2002-05-10 10:00:00+03:00,0.425
2003-05-09 10:00:00+03:00,0.425
2004-05-06 10:00:00+03:00,0.425
2005-05-04 10:00:00+03:00,0.595
2006-05-04 10:00:00+03:00,0.595
2007-05-04 10:00:00+03:00,0.595
2008-04-30 10:00:00+03:00,0.7
2009-04-30 10:00:00+03:00,0.2
2010-04-30 10:00:00+03:00,0.25
2011-05-02 10:00:00+03:00,0.25
2012-05-04 10:00:00+03:00,0.2
2013-04-29 10:00:00+03:00,0.22
2014-05-07 10:00:00+03:00,0.22
2015-04-29 10:00:00+03:00,0.4
2016-04-29 10:00:00+03:00,0.4
2017-04-28 10:00:00+03:00,0.46
2018-04-27 10:00:00+03:00,0.5
2019-04-29 10:00:00+03:00,0.4
2020-04-30 10:00:00+03:00,0.42
2021-04-30 10:00:00+03:00,0.5
2022-05-04 10:00:00+03:00,0.63
2023-04-26 10:00:00+03:00,0.7
2024-04-24 10:00:00+03:00,0.6
2025-04-25 10:00:00+03:00,0.69
2026-04-24 10:00:00+03:00,0.75
