Date,Dividends
2002-03-27 10:00:00+02:00,0.07125
2003-03-27 10:00:00+02:00,0.059375
2004-03-31 10:00:00+03:00,0.130625
2005-03-24 10:00:00+02:00,0.07125
2006-03-30 10:00:00+03:00,0.095
2007-03-30 10:00:00+03:00,0.1235
2008-03-31 10:00:00+03:00,0.1995
2009-03-27 10:00:00+02:00,0.076
2010-03-25 10:00:00+02:00,0.038
2011-04-01 10:00:00+03:00,0.095
2012-04-02 10:00:00+03:00,0.095
2013-03-28 10:00:00+02:00,0.1425
2014-03-27 10:00:00+02:00,0.1045
2015-03-30 10:00:00+03:00,0.1425
2016-04-06 10:00:00+03:00,0.1425
2017-04-05 10:00:00+03:00,0.16
2018-04-06 10:00:00+03:00,0.23
2019-04-05 10:00:00+03:00,0.3
2020-04-03 10:00:00+03:00,0.35
2021-04-09 10:00:00+03:00,0.34
2022-04-07 10:00:00+03:00,0.4
2023-04-06 10:00:00+03:00,0.36
2024-04-10 10:00:00+03:00,0.3
2025-04-09 10:00:00+03:00,0.22
2026-04-10 10:00:00+03:00,0.22
