Date,Dividends
2016-03-24 10:00:00+02:00,0.233333
2017-03-31 10:00:00+03:00,0.3
2021-03-26 10:00:00+02:00,0.28
2022-04-01 10:00:00+03:00,0.18
2023-03-31 10:00:00+03:00,0.2
2024-04-04 10:00:00+03:00,0.26
2025-04-09 10:00:00+03:00,0.18
2026-04-09 10:00:00+03:00,0.07
