Date,Dividends
2000-04-12 10:00:00+03:00,0.209091
2001-04-04 10:00:00+03:00,0.272727
2002-04-04 10:00:00+03:00,0.272727
2003-04-09 10:00:00+03:00,0.272727
2004-04-07 10:00:00+03:00,0.3
2005-04-06 10:00:00+03:00,0.309091
2006-04-12 10:00:00+03:00,0.327273
2007-04-17 10:00:00+03:00,0.436364
2008-03-20 10:00:00+02:00,0.454545
2009-04-09 10:00:00+03:00,0.227273
2010-05-10 10:00:00+03:00,0.27
2011-03-23 10:00:00+02:00,0.48
2012-03-22 10:00:00+02:00,0.53
2013-03-27 10:00:00+02:00,0.53
2014-03-25 10:00:00+02:00,0.53
2015-03-24 10:00:00+02:00,0.53
2016-03-22 10:00:00+02:00,0.53
2017-03-27 10:00:00+03:00,0.53
2018-03-22 10:00:00+02:00,0.53
2019-03-22 10:00:00+02:00,0.53
2020-05-06 10:00:00+03:00,0.28
2020-10-28 10:00:00+02:00,0.28
2021-03-25 10:00:00+02:00,0.29
2021-10-27 10:00:00+03:00,0.29
2022-03-25 10:00:00+02:00,0.29
2022-10-26 10:00:00+03:00,0.29
2023-03-23 10:00:00+02:00,0.31
2023-10-25 10:00:00+03:00,0.31
2024-03-21 10:00:00+02:00,0.34
2024-10-28 10:00:00+02:00,0.34
2025-03-21 10:00:00+02:00,0.37
2025-10-27 10:00:00+02:00,0.37
2026-03-20 10:00:00+02:00,0.38
