Date,Dividends
2014-03-19 10:00:00+02:00,0.28
2014-06-12 10:00:00+03:00,0.28
2014-09-17 10:00:00+03:00,0.28
2014-12-11 10:00:00+02:00,0.28
2015-03-20 10:00:00+02:00,0.3
2015-06-18 10:00:00+03:00,0.3
2015-09-17 10:00:00+03:00,0.3
2015-12-17 10:00:00+02:00,0.3
2016-03-23 10:00:00+02:00,0.27
2016-06-21 10:00:00+03:00,0.27
2016-09-22 10:00:00+03:00,0.27
2016-12-21 10:00:00+02:00,0.27
2017-03-23 10:00:00+02:00,0.03
2017-06-21 10:00:00+03:00,0.03
2017-09-21 10:00:00+03:00,0.03
2023-04-14 10:00:00+03:00,0.03
2024-04-12 10:00:00+03:00,0.13
2025-12-22 10:00:00+02:00,0.36
2026-04-24 10:00:00+03:00,0.06
