Date,Dividends
2006-03-23 10:00:00+02:00,0.266667
2007-03-22 10:00:00+02:00,0.3
2008-03-17 10:00:00+02:00,0.333333
2009-04-06 10:00:00+03:00,0.266667
2010-04-16 10:00:00+03:00,0.083333
2011-04-15 10:00:00+03:00,0.116667
2012-03-29 10:00:00+03:00,0.116667
2013-04-05 10:00:00+03:00,0.126667
2014-04-04 10:00:00+03:00,0.216667
2015-04-02 10:00:00+03:00,0.216667
2016-03-31 10:00:00+03:00,0.333333
2017-04-06 10:00:00+03:00,0.433333
2018-04-06 10:00:00+03:00,0.283333
2018-10-09 10:00:00+03:00,0.283333
2019-04-03 10:00:00+03:00,0.38
2019-10-03 10:00:00+03:00,0.38
2020-05-19 10:00:00+03:00,0.46
2020-10-23 10:00:00+03:00,0.56
2021-03-31 10:00:00+03:00,0.4
2021-10-04 10:00:00+03:00,0.4
2022-03-31 10:00:00+03:00,0.41
2022-09-29 10:00:00+03:00,0.41
2023-03-29 10:00:00+03:00,0.76
2023-09-28 10:00:00+03:00,0.76
2024-03-28 10:00:00+02:00,0.6
2024-10-01 10:00:00+03:00,0.6
2025-03-26 10:00:00+02:00,0.2
2026-03-26 10:00:00+02:00,0.2
