Date,Dividends
2006-03-09 10:00:00+02:00,0.12
2007-03-09 10:00:00+02:00,0.65
2008-03-13 10:00:00+02:00,0.9
2009-03-12 10:00:00+02:00,0.3
2010-03-12 10:00:00+02:00,0.4
2011-03-18 10:00:00+02:00,0.7
2012-03-15 10:00:00+02:00,0.4
2013-03-15 10:00:00+02:00,0.1
2014-03-21 10:00:00+02:00,0.1
2015-03-18 10:00:00+02:00,0.12
2016-03-18 10:00:00+02:00,0.12
2017-03-23 10:00:00+02:00,0.16
2018-03-15 10:00:00+02:00,0.24
2019-03-18 10:00:00+02:00,0.35
2020-04-30 10:00:00+03:00,0.4
2021-03-25 10:00:00+02:00,0.3
2022-03-30 10:00:00+03:00,0.35
2023-04-05 10:00:00+03:00,0.44
2024-04-08 10:00:00+03:00,0.45
2025-04-11 10:00:00+03:00,0.46
2026-04-10 10:00:00+03:00,0.48
