Date,Dividends
2000-03-17 10:00:00+02:00,0.571976
2001-03-22 10:00:00+02:00,1.830324
2002-04-09 10:00:00+03:00,0.411823
2003-04-04 10:00:00+03:00,0.915162
2004-04-05 10:00:00+03:00,0.457581
2005-04-06 10:00:00+03:00,1.143952
2006-03-31 10:00:00+03:00,1.029557
2007-03-29 10:00:00+03:00,2.516695
2008-03-28 10:00:00+02:00,2.745486
2009-03-25 10:00:00+02:00,1.143952
2010-03-31 10:00:00+03:00,0.800767
2011-03-25 10:00:00+02:00,0.571976
2017-03-22 10:00:00+02:00,0.1
2018-03-23 10:00:00+02:00,0.25
2019-03-28 10:00:00+02:00,0.15
2022-04-01 10:00:00+03:00,0.15
2023-03-31 10:00:00+03:00,0.35
2024-04-05 10:00:00+03:00,0.26
2025-04-04 10:00:00+03:00,0.13
2025-10-14 10:00:00+03:00,0.13
2026-03-27 10:00:00+02:00,0.06
