Date,Dividends
2001-03-26 10:00:00+03:00,1.802548
2003-04-07 10:00:00+03:00,0.901274
2003-12-11 10:00:00+02:00,0.180255
2004-04-05 10:00:00+03:00,1.081529
2005-04-08 10:00:00+03:00,2.163057
2018-03-19 10:00:00+02:00,0.07
2019-04-04 10:00:00+03:00,0.12
2020-09-17 10:00:00+03:00,0.15
2022-04-27 10:00:00+03:00,0.15
2023-04-21 10:00:00+03:00,0.21
